Serie,Modelo,Ingreso,Estado_normalizado,num_reparaciones_6m,num_reparaciones_12m,dias_desde_ultima_reparacion,edad_dias,fallo_30d
7402948,CVB45.BC,2025-06-25,Reparado / Garantía Lab,0,2,233.0,630,1
7402948,CVB45.BC,2025-06-30,Reparado / Garantía Lab,1,3,5.0,635,0
7402949,CVB45.BC,2022-01-19,Reparado,0,0,0.0,0,0
7402953,CVB45.BC,2023-12-05,POD Reparado,0,0,0.0,0,0
7402954,CVB45.BC,2023-11-02,Reparado / Garantía Lab,0,0,0.0,0,0
7402954,CVB45.BC,2024-01-02,Reparado / Garantía Lab,1,1,61.0,61,0
7402954,CVB45.BC,2024-02-13,Reparado / Garantía Lab,2,2,42.0,103,1
7402954,CVB45.BC,2024-02-19,Reparado / Garantía Lab,3,3,6.0,109,0
7402955,CVB45.BC,2024-10-30,Reparado,0,0,0.0,0,1
7402955,CVB45.BC,2024-11-05,Reparado / Garantía Lab,1,1,6.0,6,1
7402955,CVB45.BC,2024-11-12,Reparado / Garantía Lab,2,2,7.0,13,1
7402955,CVB45.BC,2024-11-14,Reparado / Garantía Lab,3,3,2.0,15,1
7402955,CVB45.BC,2024-11-18,Reparado / Garantía Lab,4,4,4.0,19,1
7402955,CVB45.BC,2024-11-21,Reparado / Garantía Lab,5,5,3.0,22,1
7402955,CVB45.BC,2024-11-25,Reparado / Garantía Lab,6,6,4.0,26,1
7402955,CVB45.BC,2024-12-19,Reparado / Garantía Lab,7,7,24.0,50,1
7402955,CVB45.BC,2024-12-24,Reparado / Garantía Lab,8,8,5.0,55,0
7402955,CVB45.BC,2025-01-27,Reparado / Garantía Lab,9,9,34.0,89,1
7402955,CVB45.BC,2025-01-29,Reparado / Garantía Lab,10,10,2.0,91,0
7402955,CVB45.BC,2025-10-22,Reparado / Garantía Lab,0,11,266.0,357,0
7402956,CVB45.BC,2025-03-24,Reparado,0,0,0.0,0,0
7402956,CVB45.BC,2025-10-14,Reparado,0,1,204.0,204,1
7402956,CVB45.BC,2025-10-22,Reparado / Garantía Lab,1,2,8.0,212,1
7402956,CVB45.BC,2025-11-06,Reparado / Garantía Lab,2,3,15.0,227,1
7402956,CVB45.BC,2025-11-17,Reparado / Garantía Lab,3,4,11.0,238,1
7402956,CVB45.BC,2025-11-19,Reparado / Garantía Lab,4,5,2.0,240,1
7402956,CVB45.BC,2025-12-01,Proceso,5,6,12.0,252,0
7402958,CVB45.BC,2022-10-20,Reparado,0,0,0.0,0,0
7402958,CVB45.BC,2025-04-14,Reparado / Garantía Lab,0,0,907.0,907,1
7402958,CVB45.BC,2025-04-16,Reparado / Garantía Lab,1,1,2.0,909,1
7402958,CVB45.BC,2025-04-21,Reparado / Garantía Lab,2,2,5.0,914,0
7402959,CVB45.BC,2025-09-17,Reparado,0,0,0.0,0,0
7402962,CVB45.BC,2024-01-02,Reparado,0,0,0.0,0,0
7402964,CVB45.BC,2020-12-02,Reparado / Garantía Lab,0,0,0.0,0,0
7402964,CVB45.BC,2021-01-12,Reparado / Garantía Lab,1,1,41.0,41,0
7402964,CVB45.BC,2023-10-14,Reparado / Garantía Lab,0,0,1005.0,1046,0
7402964,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,737.0,1783,0
7402965,CVB45.BC,2025-01-14,Reparado,0,0,0.0,0,0
7402966,CVB45.BC,2023-01-22,Reparado,0,0,0.0,0,0
7402967,CVB45.BC,2022-11-06,Reparado,0,0,0.0,0,0
7402967,CVB45.BC,2025-11-27,Reparado / Garantía Lab,0,0,1117.0,1117,0
7402968,CVB45.BC,2024-04-11,Reparado,0,0,0.0,0,0
7402969,CVB45.BC,2022-03-02,Reparado,0,0,0.0,0,0
7402969,CVB45.BC,2023-03-09,Reparado / Garantía Lab,0,0,372.0,372,0
7402971,CVB45.BC,2025-01-14,Reparado,0,0,0.0,0,0
7402971,CVB45.BC,2025-02-26,Reparado / Garantía Lab,1,1,43.0,43,1
7402971,CVB45.BC,2025-03-06,Reparado / Garantía Lab,2,2,8.0,51,0
7402971,CVB45.BC,2025-06-10,Reparado / Garantía Lab,3,3,96.0,147,0
7402971,CVB45.BC,2025-08-08,Reparado / Garantía Lab,3,4,59.0,206,1
7402971,CVB45.BC,2025-08-22,Reparado / Garantía Lab,4,5,14.0,220,0
7402971,CVB45.BC,2025-09-23,Reparado / Garantía Lab,3,6,32.0,252,0
7402971,CVB45.BC,2025-11-21,Reparado / Garantía Lab,4,7,59.0,311,0
7402972,CVB45.BC,2022-04-19,Reparado,0,0,0.0,0,0
7402973,CVB45.BC,2023-08-31,Reparado,0,0,0.0,0,0
7402973,CVB45.BC,2025-07-21,Reparado / Garantía Lab,0,0,690.0,690,1
7402973,CVB45.BC,2025-08-18,Reparado / Garantía Lab,1,1,28.0,718,0
7402973,CVB45.BC,2025-10-29,Reparado / Garantía Lab,2,2,72.0,790,0
7402974,CVB45.BC,2022-11-28,Reparado,0,0,0.0,0,0
7402975,CVB45.BC,2021-04-23,Reparado,0,0,0.0,0,0
7402975,CVB45.BC,2025-11-13,Reparado / Garantía Lab,0,0,1665.0,1665,0
7402977,CVB45.BC,2023-10-05,Reparado,0,0,0.0,0,0
7402977,CVB45.BC,2025-06-27,Reparado / Garantía Lab,0,0,631.0,631,0
7402978,CVB45.BC,2022-12-30,Reparado,0,0,0.0,0,0
7402980,CVB45.BC,2022-09-07,Reparado,0,0,0.0,0,0
7402981,CVB45.BC,2021-12-18,Reparado,0,0,0.0,0,0
7402982,CVB45.BC,2023-06-01,Reparado,0,0,0.0,0,0
7402982,CVB45.BC,2025-02-24,Reparado / Garantía Lab,0,0,634.0,634,1
7402982,CVB45.BC,2025-02-27,Reparado / Garantía Lab,1,1,3.0,637,0
7402982,CVB45.BC,2025-04-01,Reparado / Garantía Lab,2,2,33.0,670,0
7402984,CVB45.BC,2022-01-15,Reparado,0,0,0.0,0,0
7402984,CVB45.BC,2022-06-01,Reparado / Garantía Lab,1,1,137.0,137,1
7402984,CVB45.BC,2022-06-13,Reparado / Garantía Lab,2,2,12.0,149,0
7402984,CVB45.BC,2024-02-13,Reparado / Garantía Lab,0,0,610.0,759,0
7402985,CVB45.BC,2022-07-08,Reparado,0,0,0.0,0,0
7402986,CVB45.BC,2023-09-04,Reparado,0,0,0.0,0,0
7402988,CVB45.BC,2022-04-05,Reparado,0,0,0.0,0,0
7402988,CVB45.BC,2022-05-20,Reparado / Garantía Lab,1,1,45.0,45,1
7402988,CVB45.BC,2022-05-25,Reparado / Garantía Lab,2,2,5.0,50,0
7402989,CVB45.BC,2024-05-13,Reparado,0,0,0.0,0,0
7402989,CVB45.BC,2024-10-11,Reparado / Garantía Lab,1,1,151.0,151,0
7402989,CVB45.BC,2025-10-22,POD Reparado,0,0,376.0,527,0
7402990,CVB45.BC,2022-10-01,Reparado,0,0,0.0,0,0
7402991,CVB45.BC,2025-07-15,Reparado / Garantía Lab,0,0,0.0,0,1
7402991,CVB45.BC,2025-07-18,Reparado / Garantía Lab,1,1,3.0,3,0
7402992,CVB45.BC,2021-02-11,Reparado,0,0,0.0,0,0
7402994,CVB45.BC,2022-10-27,Reparado,0,0,0.0,0,0
7402995,CVB45.BC,2022-10-12,Reparado,0,0,0.0,0,0
7402995,CVB45.BC,2025-06-26,Reparado / Garantía Lab,0,0,988.0,988,1
7402995,CVB45.BC,2025-07-01,Reparado / Garantía Lab,1,1,5.0,993,0
7402997,CVB45.BC,2021-06-03,Reparado,0,0,0.0,0,0
7402997,CVB45.BC,2023-06-05,Reparado / Garantía Lab,0,0,732.0,732,0
7402998,CVB45.BC,2021-10-01,Reparado,0,0,0.0,0,0
7402998,CVB45.BC,2025-08-21,Reparado / Garantía Lab,0,0,1420.0,1420,0
7402999,CVB45.BC,2021-09-06,Reparado,0,0,0.0,0,1
7402999,CVB45.BC,2021-09-15,Reparado / Garantía Lab,1,1,9.0,9,0
7402999,CVB45.BC,2022-04-08,Reparado / Garantía Lab,0,2,205.0,214,0
7403002,CVB45.BC,2024-08-09,Reparado,0,0,0.0,0,0
7403003,CVB45.BC,2021-06-02,Reparado,0,0,0.0,0,0
7403003,CVB45.BC,2025-01-13,Reparado / Garantía Lab,0,0,1321.0,1321,0
7403004,CVB45.BC,2025-10-02,Reparado,0,0,0.0,0,0
7403005,CVB45.BC,2020-11-19,Reparado / Garantía Lab,0,0,0.0,0,0
7403005,CVB45.BC,2021-01-12,Reparado / Garantía Lab,1,1,54.0,54,0
7403007,CVB45.BC,2022-06-13,Reparado,0,0,0.0,0,0
7403007,CVB45.BC,2023-09-10,Reparado / Garantía Lab,0,0,454.0,454,0
7403008,CVB45.BC,2023-09-27,Reparado,0,0,0.0,0,0
7403009,CVB45.BC,2022-10-13,Reparado,0,0,0.0,0,0
7403009,CVB45.BC,2025-01-02,Reparado / Garantía Lab,0,0,812.0,812,1
7403009,CVB45.BC,2025-01-07,Reparado / Garantía Lab,1,1,5.0,817,1
7403009,CVB45.BC,2025-01-10,Reparado / Garantía Lab,2,2,3.0,820,1
7403009,CVB45.BC,2025-01-30,Reparado / Garantía Lab,3,3,20.0,840,0
7403009,CVB45.BC,2025-03-06,Reparado / Garantía Lab,4,4,35.0,875,1
7403009,CVB45.BC,2025-03-13,Reparado / Garantía Lab,5,5,7.0,882,0
7403009,CVB45.BC,2025-04-15,Reparado / Garantía Lab,6,6,33.0,915,1
7403009,CVB45.BC,2025-04-21,Reparado / Garantía Lab,7,7,6.0,921,0
7403010,CVB45.BC,2023-01-09,Reparado,0,0,0.0,0,0
7403010,CVB45.BC,2024-08-08,Reparado / Garantía Lab,0,0,577.0,577,1
7403010,CVB45.BC,2024-08-12,Reparado / Garantía Lab,1,1,4.0,581,1
7403010,CVB45.BC,2024-09-02,Reparado / Garantía Lab,2,2,21.0,602,0
7403010,CVB45.BC,2025-09-22,Reparado / Garantía Lab,0,0,385.0,987,0
7403015,CVB45.BC,2023-12-14,Reparado,0,0,0.0,0,0
7403015,CVB45.BC,2025-10-22,Reparado / Garantía Lab,0,0,678.0,678,0
7403017,CVB45.BC,2021-10-02,Reparado,0,0,0.0,0,0
7403017,CVB45.BC,2025-07-04,Reparado / Garantía Lab,0,0,1371.0,1371,0
7403018,CVB45.BC,2021-11-22,Reparado,0,0,0.0,0,0
7403019,CVB45.BC,2021-08-05,Reparado,0,0,0.0,0,0
7403020,CVB45.BC,2025-11-04,Reparado,0,0,0.0,0,0
7403021,CVB45.BC,2022-11-06,Reparado,0,0,0.0,0,0
7403022,CVB45.BC,2021-06-30,Reparado,0,0,0.0,0,0
7403022,CVB45.BC,2022-05-12,Reparado / Garantía Lab,0,1,316.0,316,0
7403022,CVB45.BC,2022-08-05,Reparado,1,1,85.0,401,0
7403023,CVB45.BC,2023-12-02,Reparado,0,0,0.0,0,0
7403023,CVB45.BC,2025-07-11,Reparado / Garantía Lab,0,0,587.0,587,0
7403025,CVB45.BC,2020-12-18,Reparado / Garantía Lab,0,0,0.0,0,1
7403025,CVB45.BC,2021-01-12,Reparado / Garantía Lab,1,1,25.0,25,0
7403025,CVB45.BC,2021-11-04,Reparado / Garantía Lab,0,2,296.0,321,0
7403026,CVB45.BC,2024-04-01,Reparado,0,0,0.0,0,0
7403027,CVB45.BC,2025-02-10,Reparado / Garantía Lab,0,0,0.0,0,1
7403027,CVB45.BC,2025-03-07,Reparado / Garantía Lab,1,1,25.0,25,1
7403027,CVB45.BC,2025-03-17,Reparado / Garantía Lab,2,2,10.0,35,1
7403027,CVB45.BC,2025-03-20,Reparado / Garantía Lab,3,3,3.0,38,1
7403027,CVB45.BC,2025-04-02,Reparado / Garantía Lab,4,4,13.0,51,0
7403027,CVB45.BC,2025-09-22,Reparado / Garantía Lab,1,5,173.0,224,0
7403028,CVB45.BC,2025-06-25,Reparado,0,0,0.0,0,1
7403028,CVB45.BC,2025-06-30,Reparado / Garantía Lab,1,1,5.0,5,0
7403029,CVB45.BC,2022-12-05,Reparado,0,0,0.0,0,0
7403029,CVB45.BC,2025-10-22,Reparado / Garantía Lab,0,0,1052.0,1052,1
7403029,CVB45.BC,2025-11-07,Reparado / Garantía Lab,1,1,16.0,1068,1
7403029,CVB45.BC,2025-11-26,Proceso,2,2,19.0,1087,0
7403030,CVB45.BC,2021-10-03,Reparado,0,0,0.0,0,0
7403031,CVB45.BC,2022-10-14,Reparado,0,0,0.0,0,0
7403031,CVB45.BC,2025-11-24,Reparado / Garantía Lab,0,0,1137.0,1137,1
7403031,CVB45.BC,2025-11-27,Reparado / Garantía Lab,1,1,3.0,1140,0
7403032,CVB45.BC,2021-08-31,Reparado,0,0,0.0,0,1
7403032,CVB45.BC,2021-09-22,Reparado / Garantía Lab,1,1,22.0,22,0
7403032,CVB45.BC,2022-03-25,Reparado / Garantía Lab,0,2,184.0,206,0
7403032,CVB45.BC,2022-12-21,Reparado / Garantía Lab,0,1,271.0,477,1
7403032,CVB45.BC,2022-12-29,Reparado / Garantía Lab,1,2,8.0,485,0
7403032,CVB45.BC,2024-12-09,Reparado / Garantía Lab,0,0,711.0,1196,1
7403032,CVB45.BC,2024-12-12,Reparado / Garantía Lab,1,1,3.0,1199,1
7403032,CVB45.BC,2024-12-18,Reparado / Garantía Lab,2,2,6.0,1205,1
7403032,CVB45.BC,2024-12-24,Reparado / Garantía Lab,3,3,6.0,1211,1
7403032,CVB45.BC,2024-12-30,Reparado / Garantía Lab,4,4,6.0,1217,1
7403032,CVB45.BC,2025-01-02,Reparado / Garantía Lab,5,5,3.0,1220,1
7403032,CVB45.BC,2025-01-07,Reparado / Garantía Lab,6,6,5.0,1225,0
7403032,CVB45.BC,2025-04-17,Reparado / Garantía Lab,7,7,100.0,1325,0
7403032,CVB45.BC,2025-05-22,Reparado / Garantía Lab,8,8,35.0,1360,0
7403033,CVB45.BC,2023-10-21,Reparado,0,0,0.0,0,0
7403035,CVB45.BC,2021-07-17,Reparado,0,0,0.0,0,0
7403036,CVB45.BC,2024-04-23,Reparado,0,0,0.0,0,1
7403036,CVB45.BC,2024-05-02,Reparado / Garantía Lab,1,1,9.0,9,0
7403037,CVB45.BC,2022-11-07,Reparado,0,0,0.0,0,0
7403038,CVB45.BC,2022-11-17,POD Reparado,0,0,0.0,0,0
7403039,CVB45.BC,2022-11-06,Reparado,0,0,0.0,0,0
7403039,CVB45.BC,2024-11-13,Reparado / Garantía Lab,0,0,738.0,738,0
7403039,CVB45.BC,2025-06-23,Reparado / Garantía Lab,0,1,222.0,960,1
7403039,CVB45.BC,2025-07-07,Reparado / Garantía Lab,1,2,14.0,974,1
7403039,CVB45.BC,2025-07-09,Reparado / Garantía Lab,2,3,2.0,976,0
7403042,CVB45.BC,2022-11-16,Reparado,0,0,0.0,0,0
7403043,CVB45.BC,2024-09-09,Reparado,0,0,0.0,0,0
7403044,CVB45.BC,2024-03-21,Reparado,0,0,0.0,0,0
7403045,CVB45.BC,2025-08-22,Reparado,0,0,0.0,0,0
7403046,CVB45.BC,2021-11-10,Reparado,0,0,0.0,0,0
7403047,CVB45.BC,2022-06-22,Reparado,0,0,0.0,0,0
7403048,CVB45.BC,2021-06-13,Reparado,0,0,0.0,0,0
7403049,CVB45.BC,2023-09-12,Reparado,0,0,0.0,0,0
7403050,CVB45.BC,2020-11-25,Reparado / Garantía Lab,0,0,0.0,0,0
7403050,CVB45.BC,2021-01-12,Reparado / Garantía Lab,1,1,48.0,48,0
7403050,CVB45.BC,2025-05-08,POD Reparado,0,0,1577.0,1625,0
7403051,CVB45.BC,2021-01-27,Reparado,0,0,0.0,0,0
7403051,CVB45.BC,2024-08-20,Reparado / Garantía Lab,0,0,1301.0,1301,0
7403053,CVB45.BC,2021-08-23,Reparado,0,0,0.0,0,0
7403053,CVB45.BC,2021-10-30,Reparado / Garantía Lab,1,1,68.0,68,0
7403053,CVB45.BC,2022-03-14,Reparado / Garantía Lab,1,2,135.0,203,0
7403053,CVB45.BC,2023-07-17,Reparado / Garantía Lab,0,0,490.0,693,1
7403053,CVB45.BC,2023-08-16,POD Reparado,1,1,30.0,723,0
7403053,CVB45.BC,2025-09-08,Reparado / Garantía Lab,0,0,754.0,1477,0
7403054,CVB45.BC,2021-12-28,Reparado,0,0,0.0,0,0
7403054,CVB45.BC,2022-11-15,Reparado / Garantía Lab,0,1,322.0,322,0
7403056,CVB45.BC,2025-08-21,Reparado,0,0,0.0,0,0
7403057,CVB45.BC,2022-12-19,Reparado,0,0,0.0,0,0
7403058,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,0.0,0,1
7403058,CVB45.BC,2025-10-30,Reparado / Garantía Lab,1,1,10.0,10,1
7403058,CVB45.BC,2025-11-06,Reparado / Garantía Lab,2,2,7.0,17,0
7403059,CVB45.BC,2025-05-20,POD Reparado,0,0,0.0,0,1
7403059,CVB45.BC,2025-05-27,Reparado,1,1,7.0,7,0
7403060,CVB45.BC,2021-12-24,Reparado,0,0,0.0,0,0
7403060,CVB45.BC,2023-03-01,Reparado / Garantía Lab,0,0,432.0,432,0
7403060,CVB45.BC,2025-09-05,Reparado / Garantía Lab,0,0,919.0,1351,0
7403061,CVB45.BC,2021-01-12,Reparado / Garantía Lab,0,0,0.0,0,0
7403061,CVB45.BC,2021-01-12,Reparado / Garantía Lab,0,0,0.0,0,0
7403062,CVB45.BC,2023-08-31,Reparado,0,0,0.0,0,0
7403063,CVB45.BC,2023-08-28,Reparado,0,0,0.0,0,0
7403064,CVB45.BC,2021-03-04,Reparado,0,0,0.0,0,0
7403064,CVB45.BC,2021-04-29,POD Reparado,1,1,56.0,56,1
7403064,CVB45.BC,2021-05-12,POD,2,2,13.0,69,0
7403064,CVB45.BC,2025-01-14,Reparado / Garantía Lab,0,0,1343.0,1412,0
7403065,CVB45.BC,2023-05-19,Reparado,0,0,0.0,0,0
7403066,CVB45.BC,2020-12-11,Reparado / Garantía Lab,0,0,0.0,0,0
7403066,CVB45.BC,2021-01-12,Reparado / Garantía Lab,1,1,32.0,32,0
7403066,CVB45.BC,2021-04-12,Reparado / Garantía Lab,2,2,90.0,122,0
7403066,CVB45.BC,2023-06-07,Reparado / Garantía Lab,0,0,786.0,908,0
7403068,CVB45.BC,2024-11-26,Reparado,0,0,0.0,0,0
7403069,CVB45.BC,2021-12-04,Reparado,0,0,0.0,0,0
7403071,CVB45.BC,2021-05-22,Reparado,0,0,0.0,0,0
7403071,CVB45.BC,2023-05-27,Reparado / Garantía Lab,0,0,735.0,735,0
7403072,CVB45.BC,2021-03-25,Reparado,0,0,0.0,0,0
7403072,CVB45.BC,2025-11-13,Reparado / Garantía Lab,0,0,1694.0,1694,0
7403073,CVB45.BC,2025-03-20,Reparado,0,0,0.0,0,0
7403074,CVB45.BC,2022-11-05,Reparado,0,0,0.0,0,1
7403074,CVB45.BC,2022-11-23,Reparado / Garantía Lab,1,1,18.0,18,0
7403076,CVB45.BC,2022-10-14,Reparado,0,0,0.0,0,0
7403077,CVB45.BC,2022-10-20,Reparado,0,0,0.0,0,0
7403078,CVB45.BC,2021-10-05,Reparado,0,0,0.0,0,0
7403079,CVB45.BC,2021-04-27,Reparado,0,0,0.0,0,0
7403079,CVB45.BC,2021-05-31,Reparado / Garantía Lab,1,1,34.0,34,0
7403079,CVB45.BC,2022-10-14,Reparado / Garantía Lab,0,0,501.0,535,0
7403082,CVB45.BC,2021-10-19,Reparado,0,0,0.0,0,0
7403082,CVB45.BC,2022-09-13,POD Reparado,0,1,329.0,329,0
7403083,CVB45.BC,2021-10-26,Reparado,0,0,0.0,0,0
7403083,CVB45.BC,2022-09-05,Reparado / Garantía Lab,0,1,314.0,314,0
7403083,CVB45.BC,2025-10-02,Reparado / Garantía Lab,0,0,1123.0,1437,0
7403084,CVB45.BC,2023-11-17,Reparado / Garantía Lab,0,0,0.0,0,1
7403084,CVB45.BC,2023-11-22,Reparado / Garantía Lab,1,1,5.0,5,0
7403084,CVB45.BC,2024-09-13,Reparado / Garantía Lab,0,2,296.0,301,0
7403084,CVB45.BC,2025-09-11,Reparado / Garantía Lab,0,1,363.0,664,1
7403084,CVB45.BC,2025-09-16,Reparado / Garantía Lab,1,1,5.0,669,0
7403084,CVB45.BC,2025-10-29,Reparado / Garantía Lab,2,2,43.0,712,1
7403084,CVB45.BC,2025-11-03,Reparado / Garantía Lab,3,3,5.0,717,0
7403085,CVB45.BC,2024-05-03,Reparado,0,0,0.0,0,0
7403088,CVB45.BC,2022-11-05,Reparado,0,0,0.0,0,0
7403090,CVB45.BC,2022-09-05,Reparado,0,0,0.0,0,0
7403091,CVB45.BC,2023-06-03,Reparado,0,0,0.0,0,0
7403093,CVB45.BC,2023-06-07,Reparado,0,0,0.0,0,0
7403097,CVB45.BC,2022-10-04,Reparado,0,0,0.0,0,0
7403098,CVB45.BC,2021-12-27,Reparado,0,0,0.0,0,0
7403098,CVB45.BC,2025-09-03,Reparado / Garantía Lab,0,0,1346.0,1346,0
7403099,CVB45.BC,2023-09-01,Reparado,0,0,0.0,0,0
7403101,CVB45.BC,2022-06-14,Reparado,0,0,0.0,0,0
7403101,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,1224.0,1224,0
7403102,CVB45.BC,2021-04-22,Reparado,0,0,0.0,0,0
7403102,CVB45.BC,2022-07-27,Reparado / Garantía Lab,0,0,461.0,461,0
7403102,CVB45.BC,2025-08-13,Reparado / Garantía Lab,0,0,1113.0,1574,1
7403102,CVB45.BC,2025-08-19,Reparado / Garantía Lab,1,1,6.0,1580,0
7403104,CVB45.BC,2022-12-17,Reparado,0,0,0.0,0,0
7403104,CVB45.BC,2024-09-17,Reparado / Garantía Lab,0,0,640.0,640,0
7403104,CVB45.BC,2025-10-15,Reparado / Garantía Lab,0,0,393.0,1033,0
7403107,CVB45.BC,2022-06-24,Reparado,0,0,0.0,0,0
7403109,CVB45.BC,2023-05-01,Reparado,0,0,0.0,0,0
7403109,CVB45.BC,2024-08-13,Reparado / Garantía Lab,0,0,470.0,470,0
7403110,CVB45.BC,2020-11-19,Reparado,0,0,0.0,0,1
7403110,CVB45.BC,2020-12-05,Reparado / Garantía Lab,1,1,16.0,16,0
7403110,CVB45.BC,2024-04-09,Reparado / Garantía Lab,0,0,1221.0,1237,1
7403110,CVB45.BC,2024-04-12,Reparado / Garantía Lab,1,1,3.0,1240,1
7403110,CVB45.BC,2024-04-19,Reparado / Garantía Lab,2,2,7.0,1247,1
7403110,CVB45.BC,2024-04-25,Reparado / Garantía Lab,3,3,6.0,1253,0
7403111,CVB45.BC,2022-01-27,Reparado,0,0,0.0,0,1
7403111,CVB45.BC,2022-02-09,Reparado / Garantía Lab,1,1,13.0,13,0
7403113,CVB45.BC,2025-11-19,Reparado / Garantía Lab,0,0,0.0,0,1
7403113,CVB45.BC,2025-11-21,Reparado / Garantía Lab,1,1,2.0,2,1
7403113,CVB45.BC,2025-11-28,Reparado / Garantía Lab,2,2,7.0,9,0
7403114,CVB45.BC,2021-11-19,Reparado,0,0,0.0,0,0
7403114,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,1431.0,1431,0
7403115,CVB45.BC,2023-08-21,Reparado,0,0,0.0,0,0
7403116,CVB45.BC,2021-02-14,Reparado,0,0,0.0,0,0
7403117,CVB45.BC,2025-11-25,Reparado / Garantía Lab,0,0,0.0,0,1
7403117,CVB45.BC,2025-11-27,Proceso,1,1,2.0,2,0
7403118,CVB45.BC,2023-10-05,Reparado,0,0,0.0,0,0
7403119,CVB45.BC,2024-03-23,Reparado,0,0,0.0,0,0
7403122,CVB45.BC,2021-06-07,Reparado,0,0,0.0,0,0
7403122,CVB45.BC,2025-10-27,Reparado / Garantía Lab,0,0,1603.0,1603,0
7403123,CVB45.BC,2025-08-22,Reparado,0,0,0.0,0,0
7403124,CVB45.BC,2021-12-24,Reparado,0,0,0.0,0,0
7403125,CVB45.BC,2022-09-21,Reparado,0,0,0.0,0,0
7403127,CVB45.BC,2021-10-01,Reparado,0,0,0.0,0,0
7403127,CVB45.BC,2022-03-06,Reparado / Garantía Lab,1,1,156.0,156,0
7403128,CVB45.BC,2022-12-07,Reparado,0,0,0.0,0,0
7403129,CVB45.BC,2020-11-25,Reparado / Garantía Lab,0,0,0.0,0,1
7403129,CVB45.BC,2020-12-21,Reparado,1,1,26.0,26,0
7403129,CVB45.BC,2021-09-29,Reparado / Garantía Lab,0,2,282.0,308,0
7403129,CVB45.BC,2023-05-02,Reparado,0,0,580.0,888,1
7403129,CVB45.BC,2023-05-10,Reparado / Garantía Lab,1,1,8.0,896,0
7403130,CVB45.BC,2021-11-20,Reparado,0,0,0.0,0,0
7403130,CVB45.BC,2023-10-14,Reparado / Garantía Lab,0,0,693.0,693,0
7403131,CVB45.BC,2022-11-26,Reparado,0,0,0.0,0,0
7403132,CVB45.BC,2021-08-13,Reparado,0,0,0.0,0,1
7403132,CVB45.BC,2021-08-18,Reparado / Garantía Lab,1,1,5.0,5,0
7403133,CVB45.BC,2020-10-22,Reparado / Garantía Lab,0,0,0.0,0,0
7403133,CVB45.BC,2021-01-12,Reparado / Garantía Lab,1,1,82.0,82,0
7403133,CVB45.BC,2024-09-26,Reparado / Garantía Lab,0,0,1353.0,1435,0
7403134,CVB45.BC,2022-01-11,Reparado,0,0,0.0,0,0
7403134,CVB45.BC,2025-09-12,Reparado / Garantía Lab,0,0,1340.0,1340,0
7403135,CVB45.BC,2025-11-13,Reparado,0,0,0.0,0,0
7403136,CVB45.BC,2021-06-11,Reparado,0,0,0.0,0,1
7403136,CVB45.BC,2021-06-22,Reparado / Garantía Lab,1,1,11.0,11,0
7403136,CVB45.BC,2022-03-14,Reparado / Garantía Lab,0,2,265.0,276,0
7403136,CVB45.BC,2022-06-22,Reparado / Garantía Lab,1,2,100.0,376,1
7403136,CVB45.BC,2022-07-04,Reparado / Garantía Lab,2,2,12.0,388,1
7403136,CVB45.BC,2022-07-18,POD Reparado,3,3,14.0,402,0
7403136,CVB45.BC,2022-12-29,Reparado / Garantía Lab,2,4,164.0,566,0
7403136,CVB45.BC,2024-06-25,Reparado / Garantía Lab,0,0,544.0,1110,0
7403136,CVB45.BC,2024-08-29,Reparado / Garantía Lab,1,1,65.0,1175,0
7403136,CVB45.BC,2025-04-03,POD Reparado,0,2,217.0,1392,1
7403136,CVB45.BC,2025-04-09,Reparado / Garantía Lab,1,3,6.0,1398,0
7403136,CVB45.BC,2025-06-02,Reparado / Garantía Lab,2,4,54.0,1452,1
7403136,CVB45.BC,2025-06-23,Reparado / Garantía Lab,3,5,21.0,1473,1
7403136,CVB45.BC,2025-07-03,Reparado / Garantía Lab,4,5,10.0,1483,1
7403136,CVB45.BC,2025-07-08,Reparado / Garantía Lab,5,6,5.0,1488,0
7403137,CVB45.BC,2021-02-24,Reparado,0,0,0.0,0,0
7403137,CVB45.BC,2025-04-02,Reparado / Garantía Lab,0,0,1498.0,1498,0
7403138,CVB45.BC,2021-12-22,Reparado,0,0,0.0,0,1
7403138,CVB45.BC,2022-01-03,Reparado / Garantía Lab,1,1,12.0,12,0
7403139,CVB45.BC,2021-07-03,Reparado,0,0,0.0,0,0
7403140,CVB45.BC,2024-08-07,Reparado,0,0,0.0,0,0
7403141,CVB45.BC,2021-03-18,Reparado,0,0,0.0,0,0
7403142,CVB45.BC,2023-10-25,Reparado,0,0,0.0,0,0
7403142,CVB45.BC,2025-09-08,Reparado / Garantía Lab,0,0,684.0,684,0
7403143,CVB45.BC,2022-05-13,Reparado,0,0,0.0,0,0
7403143,CVB45.BC,2022-06-16,Reparado / Garantía Lab,1,1,34.0,34,0
7403144,CVB45.BC,2023-10-19,Reparado,0,0,0.0,0,0
7403145,CVB45.BC,2023-09-01,Reparado,0,0,0.0,0,0
7403146,CVB45.BC,2022-11-06,Reparado,0,0,0.0,0,0
