id,Ingreso,Modelo,Serie,OS,PPU,Falla_Indicada,Estado,Salida,Solucion_Comentario,Estado_normalizado
7945,2023-09-03,CVB45.BC,7407410,IM1728368,,No Inicianiliza,Reparado/Garantía Lab,2023-09-08,"Formateo, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
9074,2023-09-04,CVB35.BC,7204070,RF1730910,,"Carcasa, Vidrio y Display Dañado",POD Reparado,2024-02-07,"Cambio Front Cover, Front Mask, Botton Cover y Display",POD Reparado
7940,2023-09-04,CVB35.BC,7204083,RF1726458,,Desinstalacion,Reparado,2023-09-08,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7981,2023-09-04,CVB35.BC,7204238,RF1105206,,Version,Reparado/Garantía Lab,2023-09-13,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7997,2023-09-04,CVB45.BC,7400919,IM1730553,,No Inicianiliza,Reparado,2023-09-14,"Front Cover, Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8050,2023-09-04,CVB45.BC,7401243,IM1730618,,No Inicianiliza,Reparado,2023-09-22,"Carcasa Completa, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7944,2023-09-04,CVB45.BC,7401921,RF1726444,,Desinstalacion,Reparado/Garantía Lab,2023-09-08,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7939,2023-09-04,CVB45.BC,7402288,IM1729641,,Intermitente,Reparado/Garantía Lab,2023-09-08,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7958,2023-09-04,CVB45.BC,7402525,RF1726452,,Desinstalacion,Reparado/Garantía Lab,2023-09-11,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7961,2023-09-04,CVB45.BC,7402691,S/O,,Desinstalacion,Reparado/Garantía Lab,2023-09-11,"Front Cover, Front Mask,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7938,2023-09-04,CVB45.BC,7402986,S/O,,Desinstalacion,Reparado,2023-09-08,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7943,2023-09-04,CVB45.BC,7403233,RF1736969,,Version,Reparado/Garantía Lab,2023-09-08,"Formateo, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7975,2023-09-04,CVB45.BC,7403254,RF1726478,,Desinstalacion,Reparado/Garantía Lab,2023-09-13,"Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7962,2023-09-04,CVB45.BC,7405256,RF1726465,,Desinstalacion,Reparado,2023-09-11,"Carcasa Completa, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7942,2023-09-04,CVB45.BC,7405438,RF1726471,,Desinstalacion,Reparado,2023-09-08,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7960,2023-09-04,CVB45.BC,7405487,S/O,,Desinstalacion,Reparado,2023-09-11,"Front Cover, Front Mask,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7927,2023-09-04,CVB45.BC,7405578,RF1105915,,Solicitud,Reparado/Garantía Lab,2023-09-07,"Front Mask, Front Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7947,2023-09-04,CVB45.BC,7406004,RF1726456,,Desinstalacion,Reparado/Garantía Lab,2023-09-08,"Formateo, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7929,2023-09-04,CVB45.BC,7406290,RF1104024,,Solicitud,Reparado,2023-09-07,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8499,2023-09-04,CVB45.BC,7407508,S/O,,Desintalacion,Reparado,2023-10-25,"Reparacion Placa, Cambio Front Cover, Trasera, Pruebas MK",Reparado
7909,2023-09-04,CVB45.BC,7407578,S/O,,No Inicianiliza,Reparado/Garantía Lab,2023-09-06,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7948,2023-09-04,CVB45.BC,7407953,RF1107283,,Version,Reparado/Garantía Lab,2023-09-08,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7941,2023-09-04,CVB45.BC,7408359,RF1726486,,Desinstalacion,Reparado/Garantía Lab,2023-09-08,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7952,2023-09-04,CVB45.BC,7408363,IM1732021,,Intermitente,Reparado/Garantía Lab,2023-09-08,"Front Cover, Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7969,2023-09-05,CVB35.BC,7204168,IM1695397,,Intermitente,Reparado,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7963,2023-09-05,CVB35.BC,7204427,RF1735845,,No Inicianiliza,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7965,2023-09-05,CVB35.BC,7204862,IM1735661,,Intermitente,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8034,2023-09-05,CVB45.BC,7402115,IM1743608,,Desinstalacion,Reparado,2023-09-21,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7953,2023-09-05,CVB45.BC,7402236,RF1737030,,Desinstalacion,Reparado,2023-09-11,"Front Cover, Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8032,2023-09-05,CVB45.BC,7403558,IM1736690,,Fijar Cable IDE,Reparado/Garantía Lab,2023-09-20,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7959,2023-09-05,CVB45.BC,7405053,RF1737021,,No Inicianiliza,Reparado/Garantía Lab,2023-09-11,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7930,2023-09-05,CVB45.BC,7406458,S/O,,Sonido,Reparado/Garantía Lab,2023-09-07,"Front Cover, QR Cover, Parlante, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7951,2023-09-06,CVB35.BC,7204067,RF1106551,,Version,Reparado/Garantía Lab,2023-09-08,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8020,2023-09-06,CVB35.BC,7204110,IM1744325,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7950,2023-09-06,CVB45.BC,7401588,RF1107325,,Version,Reparado/Garantía Lab,2023-09-08,"Front Cover, Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8047,2023-09-06,CVB45.BC,7402804,RF1744376,,No Inicianiliza,Reparado/Garantía Lab,2023-09-22,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7954,2023-09-06,CVB45.BC,7402806,RF1743220,,Desinstalacion,Reparado/Garantía Lab,2023-09-11,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8014,2023-09-06,CVB45.BC,7403405,IM1749559,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8027,2023-09-06,CVB45.BC,7403524,IM1750111,,No Inicianiliza,Reparado/Garantía Lab,2023-09-20,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7971,2023-09-06,CVB45.BC,7405549,IM1749755,,Desintalacion,Reparado/Garantía Lab,2023-09-12,"Front Cover, Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7949,2023-09-06,CVB45.BC,7407220,RF1107304,,Version,Reparado,2023-09-08,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7946,2023-09-06,CVB45.BC,7408376,RF1118980,,Version,Reparado,2023-09-08,"Front Cover, Bottom cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7988,2023-09-07,CVB35.BC,7204379,IM1756479,,Desintalacion,Reparado/Garantía Lab,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7966,2023-09-07,CVB35.BC,7204767,IM1751793,,Intermitente,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8053,2023-09-07,CVB35.BC,7204796,RF1104949,,Version,Reparado,2023-09-22,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7967,2023-09-07,CVB45.BC,7401104,RF1105383,,Solicitud,Reparado,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7972,2023-09-07,CVB45.BC,7401584,IM1753683,,Intermitente,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7964,2023-09-07,CVB45.BC,7404143,RF1119061,,Desintalacion,Reparado,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7992,2023-09-07,CVB45.BC,7405466,IM1755558,,Intermitente,Reparado/Garantía Lab,2023-09-14,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7955,2023-09-07,CVB45.BC,7407554,RF1107633,,Version,Reparado,2023-09-11,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7985,2023-09-08,CVB35.BC,7203464,RF1755889,,Desintalacion,Reparado,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7970,2023-09-08,CVB35.BC,7204060,S/O,,Intermitente,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7973,2023-09-08,CVB35.BC,7204117,S/O,,Intermitente,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8028,2023-09-08,CVB35.BC,7204452,RF1755928,,Desinstalacion,Reparado/Garantía Lab,2023-09-20,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7979,2023-09-08,CVB35.BC,7204487,IM1761402,,No Inicianiliza,Reparado,2023-09-13,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7976,2023-09-08,CVB45.BC,7404034,RF1105450,,Version,Reparado,2023-09-13,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7990,2023-09-08,CVB45.BC,7404697,RF1755853,,Intermitente,Reparado/Garantía Lab,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8060,2023-09-08,CVB45.BC,7404997,IM1758282,,No Inicianiliza,Reparado/Garantía Lab,2023-09-22,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7984,2023-09-08,CVB45.BC,7405414,IM1757045,,No enciende,Reparado/Garantía Lab,2023-09-14,"Front Cover, Barcode Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7993,2023-09-08,CVB45.BC,7407327,IM1759186,,Intermitente,Reparado,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7968,2023-09-08,CVB45.BC,7407578,S/O,,No Inicianiliza,Reparado/Garantía Lab,2023-09-12,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7982,2023-09-08,CVB45.BC,7407976,RF1755880,,Desintalacion,Reparado,2023-09-14,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7983,2023-09-08,CVB45.BC,7408181,RF1105852,,Solicitud,Reparado/Garantía Lab,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7986,2023-09-08,CVB45.BC,7408241,RF1755860,,Desintalacion,Reparado/Garantía Lab,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8709,2023-09-08,CVB45.BC,7408359,S/O,,SAM,Reparado/Garantía Lab,2023-11-14,"Reparacion Placa Power, Pruebas Soft MK e Instalacion de SO MK",Reparado / Garantía Lab
7977,2023-09-09,CVB35.BC,7203588,RF1105950,,Solicitud,Reparado/Garantía Lab,2023-09-13,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8007,2023-09-09,CVB35.BC,7204574,IM1763725,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7991,2023-09-09,CVB45.BC,7401886,RF1104449,,Intermitente,Reparado,2023-09-14,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7994,2023-09-09,CVB45.BC,7402331,IM1763136,,Intermitente,Reparado/Garantía Lab,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8041,2023-09-09,CVB45.BC,7402675,RF1107274,,Version,Reparado/Garantía Lab,2023-09-21,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7989,2023-09-09,CVB45.BC,7404591,IM1763131,,Intermitente,Reparado/Garantía Lab,2023-09-14,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
7978,2023-09-09,CVB45.BC,7405677,RF1104378,,Solicitud,Reparado,2023-09-13,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7980,2023-09-09,CVB45.BC,7405769,RF1106876,,Solicitud,Reparado,2023-09-13,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7987,2023-09-09,CVB45.BC,7407031,RF1106447,,Desintalacion,Reparado,2023-09-14,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7995,2023-09-09,CVB45.BC,7408142,IM1764561,,Desintalacion,Reparado/Garantía Lab,2023-09-14,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8042,2023-09-10,CVB45.BC,7401082,IM1765193,,Se Reinicia,Reparado,2023-09-21,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8022,2023-09-10,CVB45.BC,7402245,RF1105068,,Desintalacion,Reparado,2023-09-15,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7996,2023-09-10,CVB45.BC,7403007,RF1107598,,Desintalacion,Reparado/Garantía Lab,2023-09-14,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8030,2023-09-11,CVB35.BC,7203468,RF1107141,,Solicitud,Reparado/Garantía Lab,2023-09-20,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8013,2023-09-11,CVB35.BC,7203911,RF1106918,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8038,2023-09-11,CVB35.BC,7204724,IM1769864,,No Inicianiliza,Reparado,2023-09-21,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8009,2023-09-11,CVB45.BC,7403640,RF1119561,,Intermitente,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8023,2023-09-11,CVB45.BC,7405430,RF1104683,,Solicitud,Reparado,2023-09-20,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8043,2023-09-11,CVB45.BC,7405605,IM1768496,,No Inicianiliza,Reparado,2023-09-21,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8037,2023-09-11,CVB45.BC,7405765,RF1104149,,SAM,Reparado/Garantía Lab,2023-09-21,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8010,2023-09-11,CVB45.BC,7405808,RF1106861,,Solicitud,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7999,2023-09-11,CVB45.BC,7406148,IM1768150,,Intermitente,Reparado/Garantía Lab,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8012,2023-09-11,CVB45.BC,7406351,RF1103784,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8003,2023-09-11,CVB45.BC,7406421,RF1104212,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8011,2023-09-11,CVB45.BC,7407564,IM1768666,,Intermitente,Reparado/Garantía Lab,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8008,2023-09-11,CVB45.BC,7408095,IM1768665,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8025,2023-09-12,CVB35.BC,7203705,IM1773413,,No Inicianiliza,Reparado,2023-09-20,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8024,2023-09-12,CVB35.BC,7204350,IM1779767,,No Inicianiliza,Reparado/Garantía Lab,2023-09-20,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8040,2023-09-12,CVB45.BC,7401619,RF1770744,,Desinstalacion,Reparado/Garantía Lab,2023-09-21,"Carcasa Completa, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8026,2023-09-12,CVB45.BC,7401850,RF1773457,,Solicitud,Reparado/Garantía Lab,2023-09-20,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8019,2023-09-12,CVB45.BC,7402158,RF1104759,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8016,2023-09-12,CVB45.BC,7402402,RF1104520,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
7998,2023-09-12,CVB45.BC,7403049,RF1770943,,Desintalacion,Reparado,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8004,2023-09-12,CVB45.BC,7403301,IM1776129,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8005,2023-09-12,CVB45.BC,7403529,RF1103802,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8015,2023-09-12,CVB45.BC,7403577,RF1770897,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8018,2023-09-12,CVB45.BC,7404670,RF1119132,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8000,2023-09-12,CVB45.BC,7405596,RF1770917,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8021,2023-09-12,CVB45.BC,7405688,RF1103919,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8006,2023-09-12,CVB45.BC,7406039,RF1106248,,Desintalacion,Reparado/Garantía Lab,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8002,2023-09-12,CVB45.BC,7407363,IM1732051,,Desintalacion,Reparado,2023-09-15,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8017,2023-09-12,CVB45.BC,7407949,RF1770776,,Desintalacion,Reparado,2023-09-15,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8036,2023-09-13,CVB35.BC,7203550,IM1783732,,No Reconocido,Reparado/Garantía Lab,2023-09-21,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8056,2023-09-13,CVB35.BC,7204117,S/O,,Sam,Reparado/Garantía Lab,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8029,2023-09-13,CVB45.BC,7402041,RF1107460,,Version,Reparado/Garantía Lab,2023-09-20,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8033,2023-09-13,CVB45.BC,7402336,RF1106645,,Version,Reparado/Garantía Lab,2023-09-21,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8154,2023-09-13,CVB45.BC,7408069,IM1783981,,QR,Reparado/Garantía Lab,2023-10-04,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8031,2023-09-13,CVB45.BC,7408184,RF1103727,,Version,Reparado,2023-09-20,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8039,2023-09-14,CVB35.BC,7204238,S/O,,Mifare,Reparado/Garantía Lab,2023-09-21,"Mifare, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8035,2023-09-14,CVB45.BC,7404663,IM1786924,,QR,Reparado/Garantía Lab,2023-09-21,"Lector Qr, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8122,2023-09-15,CVB35.BC,7204720,IM17961317,,Solicitud,Reparado/Garantía Lab,2023-09-29,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8054,2023-09-15,CVB45.BC,7400844,IM1797536,,No Inicianiliza,Reparado,2023-09-22,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8059,2023-09-15,CVB45.BC,7401607,RF1810836,,Sin Tiempo De Vida,Reparado/Garantía Lab,2023-09-22,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8063,2023-09-15,CVB45.BC,7403750,IM1796162,,QR,Reparado/Garantía Lab,2023-09-25,"Front Cover, Botton Cover, Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8051,2023-09-15,CVB45.BC,7405954,RF1107575,,Version,Reparado,2023-09-22,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8049,2023-09-15,CVB45.BC,7407002,iIM1793912,,No Inicianiliza,Reparado/Garantía Lab,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8062,2023-09-15,CVB45.BC,7407938,IM1793891,,No Inicianiliza,Reparado/Garantía Lab,2023-09-25,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8061,2023-09-16,CVB45.BC,7402451,IM1799310,,No Inicianiliza,Reparado,2023-09-25,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8052,2023-09-17,CVB35.BC,7204410,IM1800713,,No Inicianiliza,Reparado/Garantía Lab,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8044,2023-09-18,CVB45.BC,7403285,RF1106455,,Version,Reparado/Garantía Lab,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8046,2023-09-18,CVB45.BC,7407538,RF11005666,,Version,Reparado,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8058,2023-09-19,CVB45.BC,7402074,RF119469,,Version,Reparado/Garantía Lab,2023-09-22,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8045,2023-09-19,CVB45.BC,7407477,RF1105674,,Version,Reparado/Garantía Lab,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
8116,2023-09-20,CVB35.BC,7203636,IM1814013,,No Inicianiliza,Reparado,2023-09-29,"Front Cover,Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
8055,2023-09-20,CVB35.BC,7204452,S/O,,No enciende,Reparado/Garantía Lab,2023-09-22,"Regularizacion IDE, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
